product_id,product_name,brand,category,price,rating,review_count,color,size,material
100035,H&M red shoes,H&M,Women-Shoes,411.03,3.3,2128,Red,XL,Cotton
100036,Prada brown shoes,Prada,Men-Shoes,356.05,4.8,4111,Brown,XS,Silk
100037,Gap gray suit,Gap,Men-Suit,363.96,3.6,3351,Gray,XS,Cotton
100038,Levi's blue t,Levi's,Men-T-Shirt,428.61,3.1,2006,Blue,XL,Linen
100039,Adidas yellow jacket,Adidas,Women-Jacket,166.49,3.6,1357,Yellow,M,Cotton
100040,Boohoo black shoes,Boohoo,Women-Shoes,455.02,4.3,2770,Black,L,Leather
100041,Bershka white suit,Bershka,Men-Suit,113.37,3.4,4885,White,XXL,Denim
100042,Uniqlo yellow watch,Uniqlo,Men-Watch,149.15,3.2,1104,Yellow,XXL,Spandex
100043,Ralph Lauren black bag,Ralph Lauren,Women-Bag,194.49,3.6,335,Black,L,Cotton
100044,Puma green bag,Puma,Women-Bag,350.66,4.2,976,Green,XL,Denim
100045,Bershka blue jacket,Bershka,Women-Jacket,46.62,3.2,2281,Blue,XXL,Linen
100046,Zara white jacket,Zara,Women-Jacket,133.4,3.7,3761,White,XL,Cotton
100047,Prada red watch,Prada,Men-Watch,218.98,4.2,3887,Red,XXL,Spandex
100048,Forever 21 white shoes,Forever 21,Men-Shoes,183.19,3.4,1099,White,XS,Spandex
100049,H&M green t,H&M,Kids-T-Shirt,475.89,3.4,3011,Green,XXL,Silk
100050,Gap yellow t,Gap,Men-T-Shirt,88.03,4.1,2437,Yellow,XL,Wool
100051,Puma red t,Puma,Kids-T-Shirt,38.1,4.5,464,Red,S,Wool
100052,H&M pink t,H&M,Men-T-Shirt,222.05,3.1,1109,Pink,M,Cotton
100053,Adidas green shorts,Adidas,Men-Shorts,75.97,4.5,4770,Green,XXL,Silk
100054,Louis Vuitton brown jeans,Louis Vuitton,Men-Jeans,260.35,3.1,206,Brown,S,Cotton
100055,Calvin Klein white watch,Calvin Klein,Men-Watch,35.24,4.6,2964,White,XL,Cotton
100056,H&M white suit,H&M,Men-Suit,462.02,3.7,293,White,M,Wool
100057,Gap black shorts,Gap,Men-Shorts,155.92,4.1,3543,Black,XL,Cotton
100058,Ralph Lauren red watch,Ralph Lauren,Men-Watch,169.37,3.8,2365,Red,L,Denim
100059,Adidas yellow jacket,Adidas,Women-Jacket,245.08,3.6,359,Yellow,XXL,Leather
100060,Calvin Klein green bag,Calvin Klein,Women-Bag,134.34,4.6,2539,Green,XS,Cotton
100061,H&M green shirt,H&M,Men-Shirt,138.26,4.3,2129,Green,XL,Silk
100062,Prada red t,Prada,Men-T-Shirt,433.0,3.4,3553,Red,S,Spandex
100063,Mango pink jeans,Mango,Men-Jeans,442.28,4.1,2611,Pink,XS,Cotton
100064,Bershka purple suit,Bershka,Men-Suit,37.81,3.1,4975,Purple,L,Spandex
100065,Puma yellow dress,Puma,Women-Dress,112.11,4.1,2046,Yellow,L,Linen
100066,Prada brown dress,Prada,Women-Dress,265.15,4.6,1809,Brown,XXL,Silk
100067,Puma gray t,Puma,Kids-T-Shirt,497.49,4.4,4065,Gray,XXL,Leather
100068,Mango brown skirt,Mango,Women-Skirt,475.52,4.1,4480,Brown,L,Silk
100069,Chanel black top,Chanel,Women-Top,374.06,4.7,2872,Black,XL,Leather
100070,Gap blue shorts,Gap,Men-Shorts,232.5,3.6,28,Blue,L,Leather
100071,Bershka black shoes,Bershka,Women-Shoes,442.51,4.0,4564,Black,XS,Denim
100072,Chanel green jewelry,Chanel,Women-Jewelry,284.98,3.6,1662,Green,XL,Linen
100073,Levi's yellow t,Levi's,Kids-T-Shirt,72.04,3.8,1744,Yellow,XL,Denim
100074,Bershka gray shorts,Bershka,Men-Shorts,166.9,4.0,3791,Gray,M,Spandex
100075,Chanel purple suit,Chanel,Men-Suit,454.69,3.7,978,Purple,XS,Cotton
100076,Nike green suit,Nike,Men-Suit,489.0,3.1,2252,Green,XL,Spandex
100077,Uniqlo black jacket,Uniqlo,Women-Jacket,431.73,3.3,1300,Black,XS,Leather
100078,Levi's black jeans,Levi's,Men-Jeans,163.51,4.7,4478,Black,XL,Linen
100079,Nike green dress,Nike,Women-Dress,437.24,3.5,2419,Green,XXL,Leather
100080,Ralph Lauren green t,Ralph Lauren,Men-T-Shirt,30.16,3.4,2994,Green,L,Polyester
100081,Puma yellow dress,Puma,Women-Dress,386.81,4.0,2476,Yellow,XXL,Leather
100082,Tommy Hilfiger white jeans,Tommy Hilfiger,Men-Jeans,471.38,4.0,3091,White,M,Leather
100083,ASOS pink shirt,ASOS,Men-Shirt,140.19,4.8,896,Pink,S,Polyester
100084,Forever 21 green jacket,Forever 21,Women-Jacket,17.09,4.1,4956,Green,M,Silk
100085,Puma white watch,Puma,Men-Watch,406.28,4.7,4955,White,XXL,Cotton
100086,Zara green shoes,Zara,Men-Shoes,161.07,3.3,1535,Green,M,Spandex
100087,Zara brown shoes,Zara,Men-Shoes,85.79,3.1,3713,Brown,XS,Wool
100088,Nike green watch,Nike,Men-Watch,69.99,3.4,4068,Green,XS,Silk
100089,Gucci green jeans,Gucci,Men-Jeans,29.53,4.7,3637,Green,S,Linen
100090,Calvin Klein white suit,Calvin Klein,Men-Suit,473.09,4.2,333,White,XS,Linen
100091,Uniqlo brown shoes,Uniqlo,Men-Shoes,348.05,3.8,2228,Brown,L,Wool
100092,Levi's white shoes,Levi's,Men-Shoes,211.41,3.5,2862,White,XXL,Leather
100093,Uniqlo green shirt,Uniqlo,Men-Shirt,362.21,4.2,2810,Green,XS,Polyester
100094,Levi's white shirt,Levi's,Men-Shirt,357.3,3.3,2551,White,S,Denim
100095,Puma white jewelry,Puma,Women-Jewelry,411.72,4.2,4655,White,XL,Wool
100096,Ralph Lauren gray jacket,Ralph Lauren,Women-Jacket,140.64,3.9,4394,Gray,XS,Linen
100097,Adidas purple shoes,Adidas,Women-Shoes,402.84,3.4,78,Purple,XXL,Leather
100098,Nike blue shirt,Nike,Men-Shirt,69.83,3.1,4257,Blue,M,Silk
100099,Mango purple shoes,Mango,Women-Shoes,140.62,3.9,2647,Purple,M,Cotton
100100,Gucci brown shorts,Gucci,Men-Shorts,459.37,4.9,73,Brown,XS,Polyester
100101,Zara gray suit,Zara,Men-Suit,162.66,3.3,1630,Gray,L,Polyester
100102,Ralph Lauren purple watch,Ralph Lauren,Men-Watch,457.19,3.0,4229,Purple,M,Wool
100103,Puma purple bag,Puma,Women-Bag,268.08,4.2,3734,Purple,L,Wool
100104,Zara white shoes,Zara,Women-Shoes,179.8,3.6,3651,White,S,Polyester
100105,Nike black jacket,Nike,Women-Jacket,224.97,3.4,41,Black,XS,Wool
100106,Zara white jacket,Zara,Women-Jacket,26.6,4.1,2529,White,XL,Silk
100107,Gucci purple jeans,Gucci,Men-Jeans,171.61,3.6,2985,Purple,M,Polyester
100108,Bershka gray top,Bershka,Women-Top,65.37,3.7,1352,Gray,XL,Wool
100109,Prada white jewelry,Prada,Women-Jewelry,424.84,4.8,4305,White,XXL,Wool
100110,Zara pink watch,Zara,Men-Watch,439.34,3.2,1100,Pink,M,Linen
100111,Nike pink jacket,Nike,Women-Jacket,400.84,5.0,1575,Pink,L,Denim
100112,Gucci black shirt,Gucci,Men-Shirt,28.1,4.0,1015,Black,M,Linen
100113,Prada gray jewelry,Prada,Women-Jewelry,53.34,3.7,4018,Gray,S,Spandex
100114,Uniqlo green bag,Uniqlo,Women-Bag,209.52,3.9,3736,Green,L,Wool
100115,Levi's yellow t,Levi's,Men-T-Shirt,221.01,3.4,2310,Yellow,XXL,Spandex
100116,Bershka yellow suit,Bershka,Men-Suit,483.49,3.1,162,Yellow,XL,Wool
100117,Bershka brown jeans,Bershka,Men-Jeans,365.66,3.6,4227,Brown,L,Linen
100118,Calvin Klein white dress,Calvin Klein,Women-Dress,274.1,4.4,1087,White,M,Leather
100119,Chanel black bag,Chanel,Women-Bag,286.94,3.3,759,Black,S,Spandex
100120,ASOS purple shoes,ASOS,Women-Shoes,346.37,3.1,3135,Purple,S,Polyester
100121,Uniqlo gray shirt,Uniqlo,Men-Shirt,338.81,3.4,4513,Gray,S,Leather
100122,Forever 21 white t,Forever 21,Men-T-Shirt,493.07,4.9,3190,White,XXL,Polyester
100123,Boohoo green jewelry,Boohoo,Women-Jewelry,492.34,4.6,4656,Green,XXL,Silk
100124,H&M black t,H&M,Kids-T-Shirt,447.8,3.3,790,Black,XL,Spandex
100125,Gucci black shoes,Gucci,Women-Shoes,360.54,3.8,4922,Black,L,Spandex
100126,Uniqlo green jewelry,Uniqlo,Women-Jewelry,282.77,3.6,1939,Green,XS,Linen
100127,Chanel gray shorts,Chanel,Men-Shorts,60.68,3.8,4711,Gray,XL,Cotton
100128,Bershka pink shirt,Bershka,Men-Shirt,497.38,3.5,1887,Pink,L,Spandex
100129,Tommy Hilfiger red skirt,Tommy Hilfiger,Women-Skirt,404.24,4.0,4182,Red,S,Wool
100130,H&M red suit,H&M,Men-Suit,386.91,5.0,3510,Red,M,Denim
100131,Chanel green jewelry,Chanel,Women-Jewelry,287.47,4.2,462,Green,M,Linen
100132,Uniqlo gray t,Uniqlo,Kids-T-Shirt,68.76,3.7,3264,Gray,M,Linen
100133,ASOS yellow shoes,ASOS,Men-Shoes,66.65,4.1,1201,Yellow,XXL,Cotton
100134,Adidas brown shirt,Adidas,Men-Shirt,272.08,3.2,3544,Brown,M,Linen
100135,Calvin Klein pink bag,Calvin Klein,Women-Bag,236.23,3.6,3759,Pink,XS,Denim
100136,Chanel purple top,Chanel,Women-Top,351.84,4.9,3353,Purple,L,Spandex
100137,Louis Vuitton blue bag,Louis Vuitton,Women-Bag,433.27,3.9,3063,Blue,L,Linen
100138,Ralph Lauren gray jeans,Ralph Lauren,Men-Jeans,18.31,3.5,3536,Gray,XL,Linen
100139,Ralph Lauren brown shirt,Ralph Lauren,Men-Shirt,298.17,3.9,3704,Brown,M,Leather
100140,Boohoo gray jewelry,Boohoo,Women-Jewelry,231.58,4.9,1570,Gray,XL,Linen
100141,Tommy Hilfiger purple shoes,Tommy Hilfiger,Women-Shoes,103.45,4.1,2944,Purple,M,Denim
100142,Uniqlo yellow shoes,Uniqlo,Women-Shoes,156.25,3.3,1230,Yellow,XS,Leather
100143,Nike yellow watch,Nike,Men-Watch,467.44,4.2,4511,Yellow,XS,Polyester
100144,Nike red jeans,Nike,Men-Jeans,370.23,4.8,3465,Red,S,Cotton
100145,Boohoo pink shirt,Boohoo,Men-Shirt,455.49,4.4,2520,Pink,M,Spandex
100146,Chanel pink jacket,Chanel,Women-Jacket,175.13,4.7,233,Pink,XXL,Linen
100147,Levi's pink dress,Levi's,Women-Dress,147.22,4.2,423,Pink,M,Leather
100148,Zara yellow watch,Zara,Men-Watch,137.2,3.9,1981,Yellow,L,Leather
100149,Uniqlo white top,Uniqlo,Women-Top,266.36,4.1,1090,White,XS,Denim
100150,Louis Vuitton white jacket,Louis Vuitton,Women-Jacket,328.74,4.3,1725,White,XXL,Leather
100151,Puma gray shorts,Puma,Men-Shorts,373.13,4.8,4579,Gray,L,Silk
100152,Levi's gray jewelry,Levi's,Women-Jewelry,77.95,4.2,1863,Gray,XL,Silk
100153,Gucci green shirt,Gucci,Men-Shirt,132.88,3.8,3828,Green,L,Denim
100154,Nike white jacket,Nike,Women-Jacket,185.23,4.2,3834,White,M,Leather
100155,ASOS yellow skirt,ASOS,Women-Skirt,25.09,4.0,1352,Yellow,L,Cotton
100156,Calvin Klein blue t,Calvin Klein,Men-T-Shirt,361.72,3.6,91,Blue,S,Leather
100157,Ralph Lauren black shirt,Ralph Lauren,Men-Shirt,83.62,3.1,4408,Black,XXL,Leather
100158,Bershka black shoes,Bershka,Women-Shoes,203.84,3.5,4569,Black,XXL,Leather
100159,Levi's pink shorts,Levi's,Men-Shorts,481.04,4.9,1057,Pink,L,Cotton
100160,Boohoo pink dress,Boohoo,Women-Dress,343.0,3.9,4591,Pink,S,Wool
100161,Forever 21 gray suit,Forever 21,Men-Suit,307.09,4.1,2204,Gray,M,Silk
100162,Forever 21 gray jewelry,Forever 21,Women-Jewelry,43.3,4.0,3075,Gray,XL,Polyester
100163,Boohoo green shoes,Boohoo,Women-Shoes,44.75,4.3,4651,Green,XXL,Wool
100164,Ralph Lauren gray top,Ralph Lauren,Women-Top,324.42,3.9,1443,Gray,XXL,Cotton
100165,Uniqlo white dress,Uniqlo,Women-Dress,164.68,4.1,2084,White,XS,Spandex
100166,Adidas green t,Adidas,Men-T-Shirt,155.74,4.1,1167,Green,S,Leather
100167,Zara white shirt,Zara,Men-Shirt,174.88,3.3,4470,White,XS,Wool
100168,Forever 21 blue shoes,Forever 21,Men-Shoes,325.69,4.2,2115,Blue,XL,Denim
100169,Gucci green shoes,Gucci,Women-Shoes,85.03,3.4,4853,Green,L,Spandex
100170,Forever 21 black watch,Forever 21,Men-Watch,474.04,3.7,2436,Black,XL,Denim
100171,Forever 21 blue jacket,Forever 21,Women-Jacket,478.99,3.7,3994,Blue,XXL,Silk
100172,Forever 21 purple jacket,Forever 21,Women-Jacket,352.71,5.0,706,Purple,XL,Linen
100173,Adidas gray bag,Adidas,Women-Bag,479.76,4.2,4223,Gray,XXL,Cotton
100174,Adidas white watch,Adidas,Men-Watch,187.96,3.0,3176,White,XXL,Denim
100175,Gucci blue shoes,Gucci,Women-Shoes,100.83,4.9,4173,Blue,M,Leather
100176,Nike brown dress,Nike,Women-Dress,99.42,3.9,3890,Brown,S,Spandex
100177,Nike yellow skirt,Nike,Women-Skirt,272.55,3.1,3353,Yellow,XXL,Spandex
100178,ASOS blue suit,ASOS,Men-Suit,101.74,3.6,4092,Blue,XL,Denim
100179,Adidas pink shoes,Adidas,Women-Shoes,100.28,4.1,3624,Pink,XXL,Silk
100180,Ralph Lauren red t,Ralph Lauren,Men-T-Shirt,435.04,4.6,1994,Red,XXL,Cotton
100181,Louis Vuitton pink shirt,Louis Vuitton,Men-Shirt,184.04,4.0,1852,Pink,S,Polyester
100182,H&M green skirt,H&M,Women-Skirt,357.61,4.2,4373,Green,XXL,Spandex
100183,Tommy Hilfiger white suit,Tommy Hilfiger,Men-Suit,462.77,4.3,4175,White,S,Wool
100184,Forever 21 gray shoes,Forever 21,Men-Shoes,147.72,3.7,3885,Gray,XL,Silk
100185,Louis Vuitton black t,Louis Vuitton,Kids-T-Shirt,239.43,3.6,1527,Black,XS,Silk
100186,Gucci gray jeans,Gucci,Men-Jeans,337.27,3.7,3600,Gray,XL,Leather
100187,Boohoo black jacket,Boohoo,Women-Jacket,104.83,5.0,4298,Black,M,Linen
100188,Adidas blue shoes,Adidas,Women-Shoes,303.8,3.8,1236,Blue,L,Silk
100189,Louis Vuitton purple jeans,Louis Vuitton,Men-Jeans,491.83,3.1,1975,Purple,L,Cotton
100190,Tommy Hilfiger pink shoes,Tommy Hilfiger,Men-Shoes,486.75,4.8,1691,Pink,M,Silk
100191,Mango white t,Mango,Kids-T-Shirt,330.8,4.0,451,White,XL,Polyester
100192,Mango brown jacket,Mango,Women-Jacket,207.09,3.4,1941,Brown,XL,Spandex
100193,Nike blue t,Nike,Kids-T-Shirt,118.47,3.4,351,Blue,XL,Denim
100194,Levi's blue shirt,Levi's,Men-Shirt,425.95,4.0,3704,Blue,XXL,Polyester
100195,Louis Vuitton pink shoes,Louis Vuitton,Men-Shoes,336.58,4.2,3699,Pink,XS,Linen
100196,Mango black t,Mango,Kids-T-Shirt,404.79,4.0,1285,Black,L,Wool
100197,Zara green watch,Zara,Men-Watch,445.43,3.7,3057,Green,XS,Leather
100198,Boohoo purple jeans,Boohoo,Men-Jeans,483.89,3.2,1749,Purple,S,Wool
100199,H&M blue suit,H&M,Men-Suit,65.69,4.7,2214,Blue,XXL,Linen
100200,ASOS black jeans,ASOS,Men-Jeans,217.02,4.5,3328,Black,S,Silk
100201,Zara pink skirt,Zara,Women-Skirt,306.67,3.8,4324,Pink,M,Leather
100202,ASOS purple jacket,ASOS,Women-Jacket,65.44,4.6,947,Purple,XS,Polyester
100203,Boohoo pink dress,Boohoo,Women-Dress,62.13,4.1,2530,Pink,XL,Leather
100204,Uniqlo brown shorts,Uniqlo,Men-Shorts,11.06,3.6,3232,Brown,XL,Wool
100205,Boohoo pink jacket,Boohoo,Women-Jacket,329.94,3.2,4744,Pink,XS,Polyester
100206,Levi's red t,Levi's,Men-T-Shirt,314.32,3.1,2117,Red,XL,Denim
100207,Nike blue top,Nike,Women-Top,225.68,3.6,4001,Blue,XL,Denim
100208,Puma gray suit,Puma,Men-Suit,109.17,4.5,764,Gray,XS,Silk
100209,Uniqlo gray jewelry,Uniqlo,Women-Jewelry,160.75,4.5,873,Gray,S,Spandex
100210,Gap white t,Gap,Men-T-Shirt,325.79,3.8,1083,White,XS,Polyester
100211,Puma pink skirt,Puma,Women-Skirt,225.78,3.4,1367,Pink,L,Spandex
100212,Nike black shoes,Nike,Women-Shoes,486.51,3.4,4146,Black,L,Leather
100213,Tommy Hilfiger brown skirt,Tommy Hilfiger,Women-Skirt,333.25,4.2,609,Brown,XXL,Cotton
100214,Gap white jewelry,Gap,Women-Jewelry,257.09,3.1,1420,White,L,Leather
100215,Calvin Klein blue watch,Calvin Klein,Men-Watch,29.13,5.0,910,Blue,M,Leather
100216,Zara gray suit,Zara,Men-Suit,344.59,3.8,651,Gray,M,Leather
100217,Uniqlo pink t,Uniqlo,Kids-T-Shirt,288.95,4.0,544,Pink,S,Leather
100218,Mango black suit,Mango,Men-Suit,320.16,4.3,563,Black,XS,Spandex
100219,Mango blue jeans,Mango,Men-Jeans,201.41,3.5,3064,Blue,S,Leather
100220,Boohoo gray top,Boohoo,Women-Top,267.41,3.4,3880,Gray,L,Spandex
100221,Forever 21 red watch,Forever 21,Men-Watch,462.22,3.4,230,Red,L,Leather
100222,Adidas green shorts,Adidas,Men-Shorts,115.98,5.0,610,Green,M,Leather
100223,Nike blue t,Nike,Men-T-Shirt,113.04,4.0,3440,Blue,L,Denim
100224,Mango yellow shirt,Mango,Men-Shirt,23.12,4.6,38,Yellow,XXL,Leather
100225,Ralph Lauren black suit,Ralph Lauren,Men-Suit,169.09,3.8,4788,Black,M,Cotton
100226,Gucci purple jeans,Gucci,Men-Jeans,421.24,3.2,3312,Purple,S,Cotton
100227,Gucci pink skirt,Gucci,Women-Skirt,135.63,4.1,2689,Pink,XS,Silk
100228,Levi's white bag,Levi's,Women-Bag,422.8,5.0,4463,White,XXL,Polyester
100229,Levi's yellow shorts,Levi's,Men-Shorts,286.13,4.7,2911,Yellow,XS,Cotton
100230,Zara blue shorts,Zara,Men-Shorts,99.58,4.3,3048,Blue,XS,Leather
100231,ASOS red jeans,ASOS,Men-Jeans,73.56,3.5,3639,Red,XS,Spandex
100232,Mango white top,Mango,Women-Top,345.64,4.5,2374,White,XL,Spandex
100233,Mango green shirt,Mango,Men-Shirt,122.44,3.9,669,Green,XXL,Spandex
100234,Zara brown skirt,Zara,Women-Skirt,465.35,3.9,1092,Brown,S,Denim
100235,Boohoo red skirt,Boohoo,Women-Skirt,408.33,3.0,4010,Red,XXL,Silk
100236,Nike pink t,Nike,Men-T-Shirt,411.59,3.1,1150,Pink,XXL,Denim
100237,Boohoo yellow bag,Boohoo,Women-Bag,33.93,3.5,2213,Yellow,M,Denim
100238,Tommy Hilfiger purple jacket,Tommy Hilfiger,Women-Jacket,128.42,4.3,463,Purple,S,Wool
100239,Forever 21 black jeans,Forever 21,Men-Jeans,216.33,3.9,1019,Black,S,Polyester
100240,Puma gray top,Puma,Women-Top,129.86,3.6,4182,Gray,XL,Spandex
100241,H&M green jacket,H&M,Women-Jacket,169.92,4.9,2901,Green,XL,Cotton
100242,Louis Vuitton purple shorts,Louis Vuitton,Men-Shorts,80.84,4.0,3828,Purple,XS,Denim
100243,Puma purple shirt,Puma,Men-Shirt,69.95,3.0,2772,Purple,XXL,Denim
100244,Boohoo black skirt,Boohoo,Women-Skirt,189.76,4.4,289,Black,XS,Silk
100245,Zara brown watch,Zara,Men-Watch,457.79,4.3,4123,Brown,L,Leather
100246,Mango purple watch,Mango,Men-Watch,441.38,5.0,3743,Purple,L,Linen
100247,Zara pink shorts,Zara,Men-Shorts,273.18,4.8,769,Pink,XL,Leather
100248,Gap black t,Gap,Men-T-Shirt,350.8,4.5,1845,Black,XS,Polyester
100249,Prada white jacket,Prada,Women-Jacket,169.56,3.6,1212,White,M,Leather
100250,Gap red shirt,Gap,Men-Shirt,80.97,4.0,4697,Red,XL,Wool
100251,Adidas purple t,Adidas,Men-T-Shirt,39.56,4.3,2802,Purple,L,Polyester
100252,Zara brown suit,Zara,Men-Suit,230.24,3.9,804,Brown,S,Polyester
100253,Mango white shorts,Mango,Men-Shorts,243.06,4.4,3779,White,M,Wool
100254,Levi's black dress,Levi's,Women-Dress,220.41,3.3,78,Black,XXL,Leather
100255,H&M black bag,H&M,Women-Bag,275.76,3.3,3393,Black,M,Linen
100256,Nike brown skirt,Nike,Women-Skirt,265.26,5.0,4480,Brown,XL,Wool
100257,H&M black jewelry,H&M,Women-Jewelry,352.8,4.3,1000,Black,L,Denim
100258,Nike red jeans,Nike,Men-Jeans,428.48,3.3,2456,Red,M,Polyester
100259,Prada green skirt,Prada,Women-Skirt,436.83,3.9,741,Green,S,Silk
100260,Mango gray t,Mango,Kids-T-Shirt,157.86,5.0,4389,Gray,XS,Denim
100261,Boohoo gray skirt,Boohoo,Women-Skirt,318.05,3.2,455,Gray,XL,Wool
100262,Puma blue t,Puma,Men-T-Shirt,482.81,4.2,2298,Blue,L,Linen
100263,Uniqlo pink skirt,Uniqlo,Women-Skirt,283.06,4.6,966,Pink,L,Leather
100264,Zara yellow jeans,Zara,Men-Jeans,322.78,4.9,4789,Yellow,XXL,Cotton
100265,Forever 21 black top,Forever 21,Women-Top,413.23,3.7,4281,Black,M,Leather
100266,Nike brown watch,Nike,Men-Watch,73.4,3.6,278,Brown,XL,Linen
100267,Mango gray top,Mango,Women-Top,94.67,3.7,4494,Gray,XS,Denim
100268,Ralph Lauren black t,Ralph Lauren,Kids-T-Shirt,451.96,3.8,1139,Black,XS,Polyester
100269,ASOS brown jacket,ASOS,Women-Jacket,472.88,3.9,577,Brown,L,Wool
100270,Prada red suit,Prada,Men-Suit,128.88,3.3,1153,Red,L,Denim
100271,Louis Vuitton brown shirt,Louis Vuitton,Men-Shirt,48.58,3.7,1795,Brown,XS,Leather
100272,Louis Vuitton purple shoes,Louis Vuitton,Women-Shoes,403.57,3.7,3700,Purple,S,Leather
100273,Chanel green shoes,Chanel,Men-Shoes,122.6,5.0,1019,Green,L,Leather
100274,ASOS gray top,ASOS,Women-Top,336.65,4.6,3269,Gray,XXL,Denim
100275,Puma brown watch,Puma,Men-Watch,80.26,3.9,527,Brown,XXL,Spandex
100276,Adidas gray jeans,Adidas,Men-Jeans,196.34,5.0,1632,Gray,XL,Leather
100277,Nike black bag,Nike,Women-Bag,248.86,4.1,3655,Black,XXL,Cotton
100278,Bershka black t,Bershka,Men-T-Shirt,185.81,3.7,16,Black,M,Leather
100279,Nike white t,Nike,Kids-T-Shirt,314.39,3.1,3849,White,L,Denim
100280,Gucci white shorts,Gucci,Men-Shorts,430.06,4.5,3431,White,S,Wool
100281,Mango gray jacket,Mango,Women-Jacket,286.29,4.7,1270,Gray,XXL,Leather
100282,ASOS purple t,ASOS,Men-T-Shirt,279.87,3.9,3496,Purple,M,Silk
100283,H&M purple dress,H&M,Women-Dress,253.19,5.0,2510,Purple,XXL,Polyester
100284,Zara green jewelry,Zara,Women-Jewelry,480.44,4.3,2388,Green,S,Linen
100285,Forever 21 pink t,Forever 21,Men-T-Shirt,19.62,4.3,974,Pink,S,Polyester
100286,Forever 21 yellow t,Forever 21,Men-T-Shirt,62.46,3.3,4832,Yellow,M,Polyester
100287,Ralph Lauren purple jewelry,Ralph Lauren,Women-Jewelry,215.52,3.1,2973,Purple,L,Linen
100288,Prada purple t,Prada,Kids-T-Shirt,421.82,3.7,2973,Purple,XXL,Denim
100289,Louis Vuitton purple shirt,Louis Vuitton,Men-Shirt,466.38,4.3,3399,Purple,XXL,Polyester
100290,Zara purple shorts,Zara,Men-Shorts,473.79,3.4,1936,Purple,XS,Polyester
100291,Levi's blue jeans,Levi's,Men-Jeans,126.04,4.9,2838,Blue,XXL,Cotton
100292,Gucci brown dress,Gucci,Women-Dress,215.83,3.0,3542,Brown,M,Wool
